Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Brad Stuver,0,0,100,0,0,0,0.09,0,0.03,1.03,0.06,0,0,0,32.71,73.2,0.79,39.2,3.32,0.24,0.24,0.06,1.35,0.06,0.06,0,100,89.47,0.15,0.03,34
Obinna Nwobodo,0,0,70,0.27,0,0,3.85,1.35,0.04,1.46,0,1.31,0.08,0.08,45.88,84.66,9.46,57.89,0,0.15,0,0,1.08,0.35,0.38,0,65,58.75,0.65,1.77,26
José Cifuentes,0.19,0.17,57.89,1.81,0.06,0,1.83,0.53,0,0.39,0,1.14,0.31,0.17,34.72,80.4,11.44,56,0,0.11,0,0,0.83,0.11,0.25,0,45.45,45.04,0.47,1.36,36
Yeimar Gómez Andrade,0.04,0.07,75,0.61,0.04,0,2,2.68,0.04,4.32,0,0.61,0,0,48.36,84.42,3.21,50.3,0,0.11,0,0,1.14,0.25,0.14,0,65.49,64.5,0.36,0.86,28
Marcelino Moreno,0.07,0.03,56.07,1.87,0.03,0,1.03,0.33,0,0.07,0,0.53,0.33,0.17,28.2,81.32,11.53,55,0,0.1,0,0,1,0.13,0.13,0,26.32,53.8,2.47,0.4,30
Bryan Acosta,0,0,54.55,0.46,0,0,1.62,0.69,0.04,1.27,0,0.69,0.19,0.08,33.12,85.02,5.46,66.67,0,0.15,0,0,1.15,0.12,0.38,0.04,52.5,47.06,0.81,2,26
Justin Meram,0.09,0.15,48.51,1.15,0.03,0,0.64,0.58,0,0.58,0,0.82,0.36,0.18,27.55,83.83,9.52,70.31,0,0.06,0,0,0.97,0.09,0.12,0,43.64,48.45,1.42,0.58,33
Bill Tuiloma,0.2,0.07,77.78,1.57,0.17,0.24,0.6,1.07,0,3.43,0,0.23,0.07,0.07,37.67,83.54,3.93,49.5,0,0.17,0,0,0.97,0.27,0.13,0.03,61.9,56.63,0.47,0.9,30
Gregore,0,0.03,72.92,0.58,0,0,3.55,1.19,0,1.61,0,1.71,0.03,0.06,55.45,87.14,12.06,69.41,0,0.19,0,0,1.65,0.1,0.39,0,51.32,52.53,1.13,2.61,31
Talles Magno,0.23,0.17,57.26,1.89,0.03,0,1.03,0.31,0,0.49,0,0.57,0.23,0.23,27.34,80.98,10.4,50,0,0.14,0,0,0.86,0.14,0.09,0,35.29,50.24,2.11,0.8,35
Alex Roldán,0.03,0,51.72,0.28,0,0,2.03,1.06,0,1.81,0,0.91,0.19,0.13,47.66,85.25,10.94,55.56,0,0.16,0,0,1,0.22,0.19,0.03,47.46,57.31,1.16,0.63,32
Randall Leal,0.07,0,45.1,2.1,0,0,1.55,0.48,0,0.52,0,1.38,0.28,0.17,27.9,78,8.48,58.57,0,0,0,0,0.79,0.07,0.24,0,43.75,46.39,1.86,1.69,29
Juan Sánchez Purata,0.35,0.06,66.67,0.82,0.35,0,1.06,1.18,0.12,5.24,0,0.41,0,0,47.47,83.27,2.35,40.22,0,0.18,0,0,1.18,0.24,0.29,0,61.54,51.15,0.35,1.53,17
Wyatt Omsberg,0.07,0,0,0.71,0.07,0,1.29,1.93,0,5.36,0.07,0.21,0.07,0,43.43,72.86,2.36,30.87,0,0.36,0,0,1.21,0,0.14,0,64.44,64.44,0.79,0.86,14
Alex De John,0,0.2,100,1.6,0,0,1.8,1.2,0,5,0.2,0.8,0,0,56.4,87.23,4.2,59.09,0,0,0,0,1.6,0,0,0,78.57,66,0,1.2,5
Nathan Harriel,0.04,0.04,36.84,0.52,0,0,2.84,1.68,0,3.08,0,1.16,0,0,23.32,67.58,4.76,21.88,0,0.28,0,0,0.68,0,0.08,0,64.56,59.7,1.24,1.28,25
Francisco Calvo,0.15,0.08,79.17,1.15,0.15,0,1.92,2.69,0,1.85,0.08,0.46,0.08,0,71.77,83.49,5.92,48.91,0,0.08,0,0,1.92,0.31,0.31,0,49.18,57.82,0.85,1.15,13
Luis Amarilla,0.26,0.21,55.1,2.24,0.03,0,0.59,0.09,0,0.79,0,0.29,0.15,0.12,18.44,73.05,5.47,64.29,0,0.03,0,0,1,0.21,0.09,0,33.85,44.48,1.06,0.56,34
Gabriel Pereira,0.31,0.14,48.98,1.24,0.03,0,0.72,0.45,0,0.24,0,0.28,0.14,0.1,18.17,80.27,6.31,55.56,0,0.03,0,0,0.62,0.14,0.03,0,21.43,50.3,1.14,0.34,29
Julio Cascante,0.09,0.14,87.5,1,0.09,0,1.17,0.83,0,3.29,0.03,0.26,0.03,0.06,57.23,84.67,6.46,56.99,0,0.11,0,0,1.31,0.14,0.2,0,62.84,61.56,0.97,1.17,35
Raúl Ruidíaz,0.5,0.28,50,2.83,0.06,0,0.11,0.06,0,0,0,0.39,0.17,0.06,18.61,79.4,4.89,75,0,0,0,0,0.94,0.22,0,0,40,42.65,1.06,0.39,18
Daniel Lovitz,0.03,0.06,68.42,0.38,0,0,1.53,0.88,0.06,1.84,0,0.41,0.03,0.13,37.69,76.95,7.63,49.32,0,0.22,0,0,0.97,0.22,0.22,0,68,62.71,0.47,0.84,32
Federico Navarro,0.07,0.07,80,0.7,0,0,4.47,1.73,0.07,0.8,0,2.03,0.03,0.07,40.7,85.67,7.63,63.03,0,0.27,0,0,1.2,0.13,0.2,0.03,37.04,54.2,0.5,1.97,30
Jack Price,0,0,80,0.06,0,0,1,0.71,0,0.53,0,0.76,0.18,0.06,42.24,89.55,8.41,70.13,0,0.06,0,0,1.06,0.18,0.18,0,42.86,49.25,0.53,0.82,17
Keaton Parks,0.1,0.1,76.92,1,0,0,1.33,0.48,0,0.81,0,0.76,0.1,0,34.1,88.69,7.67,80.7,0,0.14,0,0,0.67,0,0.1,0,51.61,51.54,0.62,0.95,21
Frankie Amaya,0.04,0,82.14,0.68,0,0,2.4,1.04,0,1,0.04,1.08,0.04,0.12,31.64,78.26,8.52,44.33,0,0.16,0,0,0.8,0.08,0.16,0.04,35.9,53.21,0.76,1.28,25
Alan Franco,0.03,0,73.33,0.39,0.03,0,1.48,1.23,0,3.26,0,0.65,0.03,0.06,61.74,89.66,4.16,60.71,0,0.16,0,0,1.45,0.19,0.1,0,61.45,61.19,0.48,0.77,31
Robin Lod,0.19,0.19,47.89,1.97,0,0,2.06,0.87,0,1,0,1.03,0.06,0.06,31.39,86.13,10.13,78.72,0,0.1,0,0,1,0.23,0.23,0,41.67,44.04,0.68,1.48,31
Kellyn Acosta,0.09,0.03,61.9,1.06,0,0.41,1.29,0.57,0,0.46,0,0.74,0.2,0.11,39.49,85.17,12.03,56.32,0,0.17,0,0,0.91,0.14,0.23,0,40,45.25,0.69,1.11,35
Oskar Ågren,0,0,0,0.33,0,0,1.33,1.33,0,2.67,0,0.67,0,0,57,91.81,2.67,62.5,0,0,0,0,0.67,0.33,0.33,0,55.56,50,0.33,1,3
Ján Greguš,0,0,77.78,0.78,0,0,1.07,0.63,0.04,0.63,0,0.33,0.15,0.19,46.56,87.99,10.56,69.44,0,0.07,0,0,1.11,0.22,0.04,0,52,59.29,0.67,0.59,27
Nathan Cardoso,0.12,0.12,46.88,1.08,0.08,0,2.35,2.15,0.08,3.46,0.04,1,0,0,55.5,86.97,2.27,55,0,0.15,0,0,1.58,0.31,0.31,0,73.2,64.84,1.23,0.85,26
Graham Zusi,0.1,0,66.67,0.62,0,0,1.52,1.29,0,1.76,0,0.76,0.29,0.05,53.48,81.39,10.52,50.22,0,0.19,0,0,1.24,0.14,0.05,0,53.57,56.67,1.14,0.81,21
Jesús Murillo,0.09,0.03,71.43,0.56,0.03,0,1.53,1.31,0,4.16,0,0.47,0.06,0.09,40.75,79.98,2.91,39.58,0,0.22,0,0,0.84,0.16,0.31,0,64.6,60.61,0.88,1.34,32
Julian Gressel,0.07,0.13,41.18,1.1,0.03,0,1.53,1.03,0,1.13,0.03,1.17,0.2,0.2,34.83,69.38,9.03,40.63,0,0.07,0,0,1.43,0.33,0.1,0,34.09,43.46,0.5,0.6,30
Déiber Caicedo,0.06,0.06,57.69,1.19,0,6.25,0.63,0,0,0.06,0,0.19,0.25,0.13,15.44,87.45,5.88,75,0,0,0,0,0.88,0.06,0.13,0,16.67,50,1,0.5,16
Alexandre Pato,0.14,0.09,38.89,1.82,0,0,0.36,0.27,0,0.45,0,0.14,0.45,0.23,17,72.99,6.68,48.39,0,0.05,0,0,0.82,0.23,0,0,40.91,47.41,1.18,0.55,22
Jonathan Mensah,0.07,0,85.71,0.73,0.07,0,0.7,0.97,0,3.97,0,0.33,0,0.03,55.27,88.84,3.9,55.68,0,0.27,0,0,0.97,0.13,0.23,0,56.62,52.58,0.3,0.87,30
Matt Hedges,0.03,0.03,83.33,0.43,0.03,0,1.07,0.97,0.03,4.53,0,0.47,0.03,0.03,51.93,84.79,1.73,40.1,0,0.23,0,0,0.73,0.17,0.1,0,56.99,57.58,0.17,0.43,30
Aaron Herrera,0,0,67.65,0.56,0,0,1.3,1.44,0.07,2.41,0,0.3,0.22,0.07,41.52,81.36,8.93,48.28,0,0.26,0,0,1.22,0.15,0.15,0.04,52.63,48.07,0.33,1.63,27
Michael Bradley,0.09,0.03,65.38,0.44,0.06,0,1.85,1.21,0,1.38,0,1.06,0.06,0.09,60.53,85.86,11.74,51.81,0,0.09,0,0,1.62,0.32,0.15,0,35.71,52.1,0.85,0.62,34
Robbie Robinson,0.13,0,61.11,1.13,0,0,0.75,0.38,0,0.13,0,0.38,0.25,0.13,19.75,81.65,6.13,50,0,0.13,0,0,0.88,0,0,0,66.67,59.18,1,0.38,8
Andrés Cubas,0.06,0,80,0.61,0,0,3.17,1.89,0,0.39,0,1.78,0,0,39.78,88.13,8.67,67.06,0,0.17,0,0,0.83,0.28,0.11,0,28.57,45.68,0.28,1.89,18
Dave Romney,0.09,0.06,100,0.59,0.06,0,0.56,0.81,0,3.47,0.03,0.09,0.13,0.06,45.63,84.73,2.56,45.79,0,0.22,0,0,1,0.22,0.06,0,69.42,67.3,0.13,0.28,32
Justen Glad,0.11,0.15,100,0.67,0.07,0,0.81,1.33,0.04,4.07,0,0.41,0.04,0,48.74,85.79,3.11,50.67,0,0.33,0,0,0.96,0.07,0.26,0,61.36,58.02,0.56,1,27
Henry Kessler,0.05,0.09,100,0.45,0.05,0,0.95,0.73,0.14,3.86,0,0.23,0,0,53.27,90.44,1.41,56.78,0,0.32,0,0,1.05,0.09,0.23,0,59.77,63.45,0.73,0.68,22
Antônio Carlos,0,0.05,33.33,0.68,0,0,1.14,1.59,0,4.45,0,0.27,0,0.05,41.91,86.66,3.27,57.53,0,0.23,0,0,1.18,0.14,0.32,0,72.41,65.04,0.55,0.86,22
Darlington Nagbe,0.09,0.06,78.95,0.38,0,0,1.18,0.85,0,0.56,0.03,0.38,0.06,0,50.94,92.61,11.68,81.82,0,0.21,0,0,1,0.18,0.12,0,63.41,65.02,1.44,0.68,34
Johnny Russell,0.24,0.09,46.94,1.97,0,0.43,0.67,0.48,0,1.03,0,0.39,0.09,0.03,25.73,74.68,7.79,52.17,0,0.09,0,0,1.18,0.15,0.12,0,54.26,51.27,1.91,0.67,33
Santiago Sosa,0.05,0,66.67,1.05,0,0,1.48,1.48,0.05,1.52,0,0.81,0.05,0,46.57,84.76,11.1,69.42,0,0.14,0,0,0.86,0.19,0.24,0,63.01,53.63,0.67,1.43,21
Jamiro Monteiro,0.13,0,57.14,1.16,0.03,0,1.55,0.45,0,0.13,0,1.03,0.32,0.19,48.45,85.95,16.58,69.3,0,0.1,0,0,1.45,0.26,0.1,0.03,0,47.01,2.35,1.55,31
Dayne St. Clair,0,0,0,0,0,0,0.03,0,0,0.91,0.09,0.06,0.03,0.03,23.58,57.97,0.67,33.81,3.55,0.15,0.15,0.06,1.21,0.27,0.03,0,81.82,77.78,0.12,0,33
Marcelo Silva,0.06,0.09,66.67,0.81,0.03,0,1.25,1.66,0.06,3.5,0,0.22,0,0,39.5,89.32,1.44,51.38,0,0.31,0,0,1.09,0.16,0.16,0,63.3,61.66,0.31,0.63,32
Dániel Sallói,0.24,0.14,45.88,2.48,0,0,0.38,0.45,0,0.52,0,0.17,0.17,0.1,25.52,76.35,9.21,42.86,0,0.21,0,0,1.38,0.14,0.07,0.03,21.74,42.13,1.34,0.66,29
Pedro Santos,0.03,0.03,53.66,0.72,0,3.45,2.97,1.45,0,1.31,0,1.66,0.1,0.07,42.59,76.92,10.69,44.77,0,0.21,0,0,0.97,0.14,0.21,0,50.98,57.49,1.9,1.1,29
Yimmi Chará,0.12,0.15,48.44,1.35,0,0,1.26,0.68,0,0.18,0,0.79,0.12,0.09,38.65,86.23,12.91,61.63,0,0.06,0,0,1.09,0.24,0.15,0,35.48,49.81,1.26,0.76,34
Eloy Room,0,0,0,0,0,0,0.03,0,0.03,0.53,0.03,0.03,0,0,22.85,63.19,0.68,34.03,3.09,0.26,0.12,0,1.03,0.18,0.03,0,100,85.71,0.09,0.03,34
Shaq Moore,0,0,71.43,1.17,0,0,2.67,1,0.08,1.25,0,0.42,0.17,0.08,28.5,77.19,5.5,31.03,0,0.17,0,0,0.92,0.17,0.08,0,72.22,65.31,0.75,0.83,12
Giorgio Chiellini,0,0.08,66.67,0.23,0,0,0.85,1.08,0,3.15,0,0.08,0.08,0.08,34.85,82.56,4.92,50.7,0,0.08,0,0,0.46,0.15,0.08,0,64.29,68.33,0.77,0.62,13
Andrew Brody,0.06,0.09,49.32,0.46,0,0,1.31,1.43,0,2.03,0,0.49,0.23,0.14,38.23,82.88,10.94,52,0,0.26,0,0,1.09,0.14,0.06,0,45.1,53.39,0.6,0.31,35
Olivier Mbaizo,0,0,58.97,0.27,0,0,1.27,0.77,0,1,0,0.55,0.32,0.09,24.45,78.44,6.27,43.9,0,0.23,0,0,0.36,0.23,0.14,0,36.36,48.7,0.55,0.91,22
Lalas Abubakar,0.13,0,71.43,0.69,0,0,1.03,1.53,0.06,2.97,0.06,0.28,0.03,0.03,39.56,86.57,1.97,45.52,0,0.22,0,0,1.09,0.19,0.28,0,67.89,57.69,0.25,1.31,32
Victor Wanyama,0.03,0.06,69.64,1.06,0.03,0,1.68,0.88,0,1,0.03,0.68,0.18,0.09,51.06,86,10,58.43,0,0.24,0,0,1.12,0.21,0.24,0,64.29,58.67,2.06,1.56,34
Jordan Morris,0.24,0.28,50,1.86,0.07,0,0.69,0.28,0.03,0.48,0,0.28,0.34,0.07,19.83,78.96,6.17,37.5,0,0.03,0,0,1,0.21,0.07,0,56.82,50,0.45,0.48,29
João Moutinho,0.07,0,57.14,0.66,0.03,0,2.45,1.07,0.03,1.52,0,0.38,0.03,0.03,48.62,80,8.9,39.87,0,0.28,0,0,1.31,0.21,0.31,0,65.57,58.57,0.41,1.38,29
Maarten Paes,0,0,100,0,0,0,0,0,0.03,0.82,0,0,0,0,25.91,65.15,0.44,29.98,2.85,0.24,0.18,0.06,0.88,0.21,0.09,0,100,90,0.09,0.03,34
Daniel Steres,0.11,0,50,0.39,0,0,1,1.11,0.06,4,0,0.11,0,0.06,52.44,90.78,2.44,71.54,0,0.06,0,0,1.44,0.06,0.33,0,58.62,56.31,0.28,1,18
Daniel Edelman,0.06,0,40,0.41,0,0,1.82,0.88,0,1.12,0,0.41,0,0,24.06,74.33,5.65,54.76,0,0.12,0,0,0.88,0.18,0.24,0,58.82,58.41,0.76,1.06,17
Diego Chará,0,0.04,56.25,0.14,0,0,2.61,1.25,0,1.57,0,1.43,0.07,0.07,48.86,87.79,9.36,67.74,0,0.14,0,0,1.25,0.21,0.32,0,52,53.99,1.93,2.11,28
Maxime Chanot,0.04,0,66.67,0.54,0,0,0.88,0.88,0,3.21,0,0.25,0,0.04,36.5,86.07,2.21,53.13,0,0.21,0,0,0.83,0.13,0.21,0,64.15,64.15,0.54,0.5,24
Víctor Vázquez,0.07,0.04,50,0.78,0,0,0.33,0.3,0,0.3,0,0.37,0.19,0.15,31.7,89.25,11.52,70.42,0,0,0,0,0.78,0.15,0.15,0,50,39.53,0.44,0.52,27
Robin Jansson,0.05,0,76.47,0.68,0,0,1.09,1.09,0,3.05,0,0.23,0.05,0.05,46.18,86.52,6,62.11,0,0.27,0,0,1.18,0.23,0.36,0.05,48.78,61.47,0.45,0.59,22
Guzmán Corujo,0.04,0,66.67,0.52,0,0,1.76,1.6,0,4.36,0.04,0.8,0,0,48.32,85.51,2.04,40.11,0,0.24,0,0,1.04,0.2,0.16,0,49.28,55.25,0.72,0.84,25
Damion Lowe,0.03,0.07,58.33,0.38,0.03,0,2.1,1.93,0.07,3.76,0.03,0.55,0.1,0.03,43.93,81,3.07,38.94,0,0.21,0,0,1.31,0.17,0.31,0.03,63.38,58.7,0.76,1.41,29
Adilson Malanda,0,0,75,0.5,0,0,0.83,1.33,0,3.67,0,0,0.17,0.17,61.67,87.84,1.83,43.64,0,0.33,0,0,1,0.33,0,0,50,52.94,0.5,1.33,6
Marlon Hairston,0,0,0,0,0,0,1.33,0.67,0,1,0,0,0,0,24,90.28,5.67,57.14,0,0,0,0,0,0,0,0,100,75,0.33,0.33,3
Charles Sapong,0.15,0.18,52.78,1.56,0,0,0.32,0.26,0,0.47,0,0.24,0.18,0.15,15.71,69.85,4.41,37.5,0,0.06,0,0,0.76,0.18,0.15,0,55.22,51.11,1.56,1.32,34
Alistair Johnston,0.11,0.03,53.57,0.43,0.03,0,1.49,0.94,0,1.2,0,0.6,0.2,0.11,39.37,85.2,8.66,52.85,0,0.17,0,0,1.11,0.23,0.14,0,48.08,50.21,0.8,1.37,35
Albert Rusnák,0.09,0.06,60.87,1.31,0,0.63,0.91,0.75,0,0.19,0,0.84,0.06,0,49.47,88.12,14.06,70.78,0,0.03,0,0,1.09,0.16,0.09,0,33.33,47.15,0.81,0.53,32
Aljaž Ivačič,0,0,0,0,0,0,0,0,0,1,0,0.03,0,0,23.22,59.22,0.59,33.56,3.5,0.19,0.06,0.03,1.28,0.28,0.03,0,90,83.33,0.06,0,32
Josef Martínez,0.35,0.19,66.67,1.88,0.12,0,0.04,0.04,0,0.42,0,0.19,0.12,0.15,11.27,83.62,4,64.29,0,0.08,0,0,0.88,0.08,0,0,36.36,39.73,0.54,0.27,26
Gabriele Corbo,0,0,100,0.29,0,0,1.5,0.93,0,2,0,0.36,0.14,0,47.64,85.91,6.79,50.57,0,0.29,0,0,1,0.07,0.21,0,56.52,58.46,0.21,0.79,14
Gyasi Zardes,0.3,0.39,64,1.61,0,0,0.36,0,0,0.48,0,0.21,0.15,0.06,12.82,77.54,4,61.54,0,0.03,0,0,1.3,0.12,0.03,0,42.96,50.4,1.21,0.42,33
Sean Johnson,0,0,0,0,0,0,0.03,0,0,0.62,0.05,0,0,0,33.46,74.64,0.38,37.55,2.59,0.41,0.03,0,1.05,0.16,0.05,0,71.43,80,0.05,0,37
Daniel Rios,0.26,0.15,54.17,1.41,0.07,0,0.52,0.04,0,0.33,0,0.19,0.11,0.04,13.41,75.97,4.3,100,0,0.07,0,0,0.59,0.11,0.04,0,43.14,45.02,0.89,0.59,27
Damir Kreilach,0.2,0.2,50,1.8,0,0,0.4,0.2,0,1.6,0,0.4,0,0,24.2,82.64,7.2,40,0,0.2,0,0,1.2,0.4,0.2,0,62.07,61.36,1.2,0.4,5
Sean Zawadzki,0.2,0,25,0.2,0,0,1.6,1.8,0,0.4,0,0.8,0,0,26.6,85.71,3,62.5,0,0.2,0,0,0.8,0,0,0,75,57.69,0.6,0.4,5
Douglas Costa,0.14,0,52.54,1.62,0,0.53,0.52,0.17,0,0.07,0,0.45,0.1,0.03,31.55,83.61,11.83,77.22,0,0,0,0,0.79,0,0.1,0.07,33.33,42.95,0.55,0.86,29
Kacper Przybyłko,0.2,0.36,58.62,1.84,0,0,0.28,0.2,0,0.6,0,0.44,0.08,0.04,19.36,74.17,4.28,66.67,0,0.24,0,0,0.64,0.08,0.12,0,50,46.85,1.12,0.92,25
Carlos Teran,0.05,0.05,75,0.55,0.05,0,1.27,1.73,0,2.73,0,0.36,0,0,35,79.61,2.59,43.51,0,0.23,0,0,1,0.23,0.27,0,61.22,56.67,0.36,0.91,22
Kei Kamara,0.26,0.26,47.22,1.65,0.03,0,0.38,0.21,0,0.59,0,0.21,0.12,0.21,14.56,73.33,3.71,66.67,0,0,0,0,0.71,0.12,0.06,0,64,49.61,0.5,0.68,34
Leonardo Campana,0.42,0.35,34.62,2.08,0.12,0,0.35,0.08,0,0.73,0,0.38,0.12,0.04,13.31,79.48,3.81,72,0,0.04,0,0,0.92,0.08,0.08,0,37.04,34.41,0.62,1.12,26
Jhon Durán,0.3,0.33,34.48,2.22,0.07,0,0.48,0.11,0,0.67,0,0.26,0.07,0.11,11.04,70.47,2.52,78.57,0,0.04,0,0,0.7,0.11,0.19,0.04,48.48,47.01,1.81,1.44,27
Matt Polster,0.07,0.07,64.71,0.61,0,0,2,1.36,0.04,0.82,0,0.82,0,0,50.89,88.91,8,71.09,0,0.21,0,0,1.11,0.21,0.21,0,60.87,52.83,0.61,1.36,28
Thiago Martins,0,0.03,66.67,0.28,0,0,0.62,0.79,0,3.76,0.03,0.17,0,0,53.21,89.24,2.59,58.59,0,0.45,0,0,0.72,0.14,0.1,0.03,70,63.72,0.1,0.38,29
Bill Hamid,0,0,0,0,0,0,0,0,0,0.6,0.1,0,0,0,19.8,69.19,0.3,43.14,3.5,0.2,0,0,1.5,0.1,0,0,0,0,0,0,10
Steve Clark,0,0,0,0,0,0,0.03,0,0.06,0.76,0,0.06,0,0,31.36,75.75,0.39,44.29,3.18,0.18,0.24,0.03,1.39,0.06,0.06,0,90.91,70,0.18,0.06,33
Rémi Walter,0.09,0,45,0.5,0,0,1.32,0.94,0,0.79,0,0.82,0.09,0.03,43.12,89.7,8.44,68.91,0,0.21,0,0,1.41,0.15,0.09,0,54.55,52.02,0.59,0.53,34
Andrew Gutman,0.16,0.16,57.14,1.24,0.04,0,2,0.96,0,1.28,0,0.68,0.12,0.04,34.08,78.87,7.08,39.02,0,0.16,0,0,1.32,0.12,0.2,0,58.18,57.69,1.44,1.36,25
Facundo Quignon,0.07,0,91.67,0.44,0.04,0,2,0.74,0,1.19,0,1,0.07,0,35.56,87.71,4.85,55.26,0,0.07,0,0,0.41,0.19,0.22,0,39.53,49.25,0.59,1.41,27
Júnior Moreno,0.07,0,55.56,0.62,0,0,1.79,1.24,0.03,0.83,0,0.72,0.07,0,35.83,86.14,7.03,68.42,0,0.07,0,0,1.14,0.21,0.17,0,31.25,50,0.55,1.14,29
José Martínez,0,0,56.72,1.03,0,0,2.15,1.58,0.03,1.15,0,1.06,0.06,0.09,42.3,78.8,7.36,57.83,0,0.24,0,0,0.7,0.15,0.3,0.03,48.53,51.67,1.36,1.52,33
Lassi Lappalainen,0.1,0.13,55.29,0.93,0,0,1.47,0.47,0,0.33,0,0.9,0.1,0.17,28.23,80.99,9,63.01,0,0.07,0,0,0.9,0.17,0.03,0,54.17,53.65,0.7,0.3,30
Ranko Veselinović,0.03,0,25,0.32,0,0,1.32,1.06,0.1,5.74,0,0.32,0,0.03,34.68,85.4,1.52,49.7,0,0.29,0,0,1.32,0.26,0.16,0,52.63,55.8,0.32,0.71,31
Ilie Sánchez,0.03,0,72.73,0.44,0,0,1.53,1.56,0.06,1.31,0,1.25,0.11,0,46.61,82.54,10.56,52.45,0,0.25,0,0,0.83,0.11,0.17,0.03,71.58,57.64,0.78,1.06,36
Bernard Kamungo,0,0,100,0,0,0,1,0,0,0,0,0,0,0,10,60,3,0,0,0,0,0,0,0,0,0,0,66.67,2,0,1
Harvey Neville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Pantemis,0,0,0,0,0,0,0,0,0.08,1.46,0,0,0,0,20.77,81.11,0.31,41.67,2.08,0.38,0.15,0,1.08,0.08,0,0,100,88.89,0.08,0.08,13
Joe Willis,0,0,0,0,0,0,0,0.06,0.03,0.52,0.09,0,0,0.03,24.52,65.02,0.67,44.82,3.09,0.27,0.24,0.06,1,0.18,0.03,0,100,90.91,0.09,0.03,33
Andreu Fontàs,0.07,0,66.67,0.46,0,0,1.32,1.04,0,3.43,0.04,0.43,0.04,0,66.29,87.23,7.75,51.91,0,0.21,0,0,1.29,0.14,0.21,0.04,56.72,57.96,0.36,0.71,28
Sean Davis,0.03,0,82.35,0.4,0,0,1.94,1.71,0,1.09,0,1.03,0.03,0.03,35.23,87.51,6.57,57.97,0,0.09,0,0,0.89,0.2,0.11,0,63.33,57.6,0.69,0.74,35
Nicolás Acevedo,0,0,66.67,0.71,0,0,2.24,1.26,0,1,0,1.15,0,0,50.26,85.25,8.53,60.84,0,0.15,0,0,0.76,0.18,0.26,0,60.38,53.29,0.85,1.35,34
Steve Birnbaum,0.06,0.03,100,0.72,0.06,0,0.72,1.91,0,3.81,0,0.25,0.13,0,43.66,81.96,2.5,49.33,0,0.16,0,0,1.78,0.22,0.19,0.03,79.56,67.63,0.63,1.41,32
Mamadou Fall,0.06,0.06,90,0.81,0,0,1.38,1.13,0,3,0,0.69,0.06,0.06,46.19,81.19,3.5,40.91,0,0.19,0,0,0.88,0.06,0.38,0,65.85,53.57,0.13,1.13,16
Rayan Raveloson,0.14,0.18,58.06,1.5,0.05,0,1.27,0.68,0,1.32,0,0.95,0.05,0.09,38.95,86.11,9.27,62.03,0,0.27,0,0,0.91,0.18,0.18,0,45.16,50.86,1.32,0.91,22
Emiliano Rigoni,0,0.2,71.43,0.9,0,0,1.1,0.3,0,0.5,0,0.1,0.2,0,14.5,81.38,5.6,68.75,0,0,0,0,0.9,0,0.2,0,75,63.64,0.5,1,10
Zac MacMath,0,0,100,0.06,0,0,0,0.03,0.03,0.77,0.14,0.03,0,0,32.14,51.64,1.89,35.36,3.17,0.29,0.29,0.09,1.2,0.14,0.09,0,87.5,81.25,0.11,0.03,35
Mark-Anthony Kaye,0.12,0.04,42.86,0.88,0,0,2.36,1.16,0,0.68,0,1.48,0.12,0.08,37.68,82.91,7.96,68.85,0,0.08,0,0,1.28,0.12,0.12,0,46.15,50,1.24,1.16,25
Sebastián Ferreira,0.42,0.39,52.08,2.19,0.06,0,0.61,0.23,0,0.35,0,0.61,0.03,0.1,15.19,73.04,4.58,53.85,0,0.06,0,0,1.16,0.06,0.06,0,35.38,39,0.9,1.23,31
Aimé Mabika,0,0,50,0.13,0,0,1.19,0.94,0.06,3.5,0,0.31,0.06,0.06,26.5,87.03,0.81,52.17,0,0.13,0,0,1.06,0.13,0.06,0,61.54,61.19,0.31,0.5,16
Zachary Brault Guillard,0.21,0,15.79,0.32,0,0,0.47,0.42,0,0.26,0,0.26,0.26,0.16,15.58,83.11,4.58,50,0,0,0,0,0.37,0.11,0.05,0,33.33,32.26,0.16,0.21,19
Dylan Borrero,0.25,0,50,1.58,0,0,1.33,0.25,0,0.08,0,0.83,0.17,0.08,14,77.98,4.58,47.62,0,0,0,0,0.83,0.08,0.08,0,12.5,51.22,1.08,0.17,12
Ismael Tajouri-Shradi,0.33,0.17,63.64,0.67,0,16.67,0.17,0,0,0,0,0,0,0,12,90.28,5.17,50,0,0,0,0,0.33,0,0,0,0,57.89,0.5,0.33,6
Alfredo Morales,0,0,64,0.67,0,0,1.83,1.17,0,1.38,0.04,0.63,0.04,0.08,51.54,90.22,6.38,67.07,0,0.25,0,0,1,0.17,0.29,0.04,53.23,52.13,0.71,1.46,24
